BookingId,AccountId,RepId,ProductId,BookingDate,RevenueAmount
706,85,1,3,2024-11-20,2790.0
707,85,1,3,2024-09-27,2000.0
708,27,12,2,2026-05-29,4390.0
709,57,2,1,2026-08-18,12050.0
710,92,13,2,2024-11-03,1570.0
711,92,13,2,2024-10-16,990.0
712,64,2,2,2025-10-26,3480.0
713,64,2,2,2025-10-31,3550.0
714,36,9,1,2025-11-12,4910.0
715,36,9,1,2025-11-11,1360.0
716,59,13,2,2025-06-29,530.0
717,59,13,2,2025-07-01,1400.0
718,39,9,1,2026-06-24,1460.0
719,39,9,1,2026-06-26,1090.0
720,39,9,1,2026-05-08,1170.0
721,69,3,3,2025-12-27,1680.0
722,69,3,3,2025-12-27,1430.0
723,56,15,2,2025-07-15,1870.0
724,56,15,2,2025-07-20,2030.0
725,26,13,3,2026-08-09,1660.0
726,66,13,1,2024-12-23,2160.0
727,66,13,1,2025-01-04,1540.0
728,66,13,1,2025-01-11,2090.0
729,40,8,1,2026-03-22,1110.0
730,40,8,1,2026-02-27,1230.0
731,3,16,2,2025-11-06,3280.0
732,19,3,3,2026-01-05,8460.0
733,61,2,1,2026-03-31,7210.0
734,47,16,3,2025-11-30,3580.0
735,47,16,3,2025-11-29,1270.0
736,12,14,1,2026-03-21,4250.0
737,88,6,1,2026-01-12,1730.0
738,88,6,1,2026-01-27,2090.0
739,83,4,2,2025-08-30,1050.0
740,83,4,2,2025-08-15,1020.0
741,83,4,2,2025-08-26,700.0
742,95,7,1,2025-09-19,6440.0
743,72,11,1,2025-06-07,1060.0
744,72,11,1,2025-06-20,2550.0
745,82,6,1,2024-12-02,14960.0
746,32,18,3,2025-06-22,7820.0
747,7,9,3,2025-07-08,6080.0
748,72,14,1,2026-01-12,12020.0
749,59,4,3,2026-04-16,2730.0
750,82,18,1,2025-08-06,2060.0
751,95,15,3,2026-07-05,5680.0
752,95,15,3,2026-05-28,4200.0
753,39,16,1,2025-11-13,3800.0
754,99,12,2,2025-03-19,5740.0
755,60,16,3,2026-01-30,7160.0
756,43,17,1,2026-04-13,840.0
757,43,17,1,2026-04-23,1650.0
758,55,17,3,2026-01-23,3250.0
759,87,9,3,2026-01-08,740.0
760,87,9,3,2025-12-07,580.0
761,87,9,3,2026-01-22,860.0
762,15,7,3,2025-05-21,1980.0
763,4,2,3,2026-03-19,1060.0
764,4,2,3,2026-03-22,650.0
765,4,2,3,2026-03-02,680.0
766,86,8,2,2025-08-23,4390.0
767,82,8,2,2025-01-25,880.0
768,82,8,2,2025-01-26,740.0
769,82,8,2,2025-01-28,940.0
770,55,17,1,2026-04-12,340.0
771,55,17,1,2026-03-02,650.0
772,55,17,1,2026-03-09,590.0
773,30,15,1,2025-07-23,5170.0
774,57,20,2,2025-07-16,3980.0
775,16,15,2,2025-03-17,2150.0
776,16,15,2,2025-04-21,2030.0
777,5,5,3,2025-12-21,1230.0
778,5,5,3,2025-12-20,2400.0
779,45,14,3,2025-08-18,2280.0
780,45,14,3,2025-07-23,3050.0
781,30,4,1,2025-04-19,7530.0
782,18,20,2,2025-06-03,2070.0
783,65,12,2,2026-01-10,9040.0
784,88,10,2,2024-09-22,1720.0
785,59,7,2,2026-03-03,1990.0
786,59,7,2,2026-04-14,2210.0
787,37,5,1,2026-04-03,5070.0
788,72,19,2,2025-02-03,8240.0
789,63,1,3,2026-02-19,7890.0
790,74,14,3,2025-08-30,6370.0
791,74,14,3,2025-10-01,4810.0
792,98,1,1,2025-06-13,10410.0
793,5,1,3,2025-08-30,5800.0
794,9,20,2,2026-01-12,3700.0
795,82,19,2,2025-06-28,10730.0
796,14,6,2,2025-08-11,1630.0
797,14,6,2,2025-08-30,2920.0
798,98,13,2,2026-06-24,510.0
799,98,13,2,2026-06-22,700.0
800,98,13,2,2026-05-22,460.0
801,79,2,1,2025-09-26,1010.0
802,79,2,1,2025-09-15,420.0
803,79,2,1,2025-09-23,580.0
804,72,2,1,2024-12-27,940.0
805,72,2,1,2024-12-21,1120.0
806,72,2,1,2024-11-26,700.0
807,70,7,2,2026-02-22,3100.0
808,70,7,2,2026-03-03,3150.0
809,60,7,2,2026-05-30,550.0
810,60,7,2,2026-04-22,620.0
811,60,7,2,2026-06-09,480.0
812,28,4,2,2025-06-10,3820.0
813,77,13,3,2026-02-09,4950.0
814,81,4,3,2025-07-12,1540.0
815,81,4,3,2025-08-06,1650.0
816,81,4,3,2025-07-31,870.0
817,45,5,3,2025-10-19,1560.0
818,45,5,3,2025-11-02,1280.0
819,45,5,3,2025-11-18,1120.0
820,96,12,1,2025-09-30,1620.0
821,96,12,1,2025-10-15,1840.0
822,93,9,3,2025-09-13,520.0
823,93,9,3,2025-08-10,700.0
824,93,9,3,2025-07-29,1510.0
825,56,14,1,2025-12-11,2240.0
826,77,12,3,2025-11-07,7720.0
827,33,18,1,2025-05-23,1320.0
828,33,18,1,2025-04-27,1150.0
829,40,1,3,2026-03-23,890.0
830,40,1,3,2026-03-18,510.0
831,48,19,3,2025-02-01,220.0
832,48,19,3,2025-02-01,430.0
833,48,19,3,2024-12-21,460.0
834,42,13,3,2026-03-06,10060.0
835,42,13,3,2026-03-06,7710.0
836,60,18,3,2025-10-24,690.0
837,60,18,3,2025-09-29,1190.0
838,60,18,3,2025-09-22,810.0
839,77,19,2,2026-01-25,7160.0
840,39,5,3,2025-03-14,13280.0
841,96,4,2,2025-07-26,790.0
842,96,4,2,2025-08-23,1090.0
843,96,4,2,2025-08-17,710.0
844,13,7,3,2024-12-03,5890.0
845,28,10,2,2025-10-04,3120.0
846,28,10,2,2025-10-16,1930.0
847,28,10,2,2025-09-23,1800.0
848,96,17,1,2025-08-10,2180.0
849,96,17,1,2025-07-09,970.0
850,96,17,1,2025-07-17,1020.0
851,17,7,2,2025-01-30,2230.0
852,17,7,2,2025-01-21,5340.0
853,22,6,2,2025-05-05,14050.0
854,10,6,1,2025-06-17,2680.0
855,10,6,1,2025-05-14,2840.0
856,90,2,1,2025-12-01,3630.0
857,14,14,3,2024-12-26,1660.0
858,14,14,3,2025-01-03,1670.0
859,47,18,3,2025-09-01,10020.0
860,29,5,3,2025-11-27,3750.0
861,52,10,1,2025-11-06,8990.0
862,6,7,1,2025-04-28,570.0
863,6,7,1,2025-04-04,680.0
864,32,2,2,2025-10-04,3530.0
865,32,2,2,2025-10-16,3020.0
866,58,7,3,2025-08-24,1200.0
867,58,7,3,2025-07-30,530.0
868,58,7,3,2025-08-27,450.0
869,13,6,3,2026-01-06,1260.0
870,13,6,3,2025-12-30,1170.0
871,39,4,1,2026-02-26,5110.0
872,2,16,1,2025-10-14,2670.0
873,2,16,1,2025-09-24,2600.0
874,84,8,3,2025-12-29,770.0
875,84,8,3,2026-01-19,1440.0
876,22,13,1,2025-07-05,530.0
877,22,13,1,2025-07-14,740.0
878,22,13,1,2025-06-15,450.0
879,81,13,2,2025-09-21,2050.0
880,81,13,2,2025-10-02,1100.0
881,21,8,1,2025-04-04,9200.0
882,19,13,1,2025-10-02,1270.0
883,19,13,1,2025-10-11,1160.0
884,38,11,1,2025-01-04,1080.0
885,38,11,1,2025-02-13,1330.0
886,38,11,1,2025-01-19,1300.0
887,15,13,1,2025-03-10,3120.0
888,15,13,1,2025-03-17,3760.0
889,15,13,1,2025-04-30,1610.0
890,80,12,1,2025-07-22,3790.0
891,60,1,3,2025-12-10,1050.0
892,60,1,3,2025-11-17,1070.0
893,60,1,3,2026-01-04,2490.0
894,53,3,1,2025-10-09,1440.0
895,53,3,1,2025-10-08,1950.0
896,53,3,1,2025-10-22,3780.0
897,8,5,1,2025-12-29,4830.0
898,46,10,2,2025-10-11,4200.0
899,3,2,2,2026-04-14,1060.0
900,3,2,2,2026-04-20,410.0
901,53,13,1,2025-05-26,560.0
902,53,13,1,2025-06-12,440.0
903,24,7,2,2025-04-26,1500.0
904,24,7,2,2025-04-27,1730.0
905,60,13,1,2025-01-23,930.0
906,60,13,1,2025-01-21,1390.0
907,3,2,2,2026-01-14,3460.0
908,3,2,2,2025-12-10,2970.0
909,20,6,3,2025-08-05,1430.0
910,20,6,3,2025-08-07,2970.0
911,20,6,3,2025-08-02,1200.0
912,25,2,2,2025-09-28,1170.0
913,25,2,2,2025-11-19,2950.0
914,94,18,2,2025-06-22,9510.0
915,78,16,2,2024-12-20,1160.0
916,78,16,2,2024-12-10,610.0
917,78,16,2,2025-01-17,470.0
918,71,12,3,2025-09-14,3150.0
919,71,12,3,2025-09-21,1860.0
920,60,14,3,2025-02-03,3020.0
921,60,14,3,2025-01-23,2480.0
922,77,5,2,2026-01-14,730.0
923,77,5,2,2026-03-03,460.0
924,77,5,2,2026-02-04,330.0
925,81,17,3,2026-03-13,3030.0
926,95,18,3,2026-02-27,310.0
927,95,18,3,2026-02-27,670.0
928,32,5,2,2024-10-22,1070.0
929,32,5,2,2024-10-23,1300.0
930,32,5,2,2024-11-10,1210.0
931,11,19,3,2026-01-23,1120.0
932,11,19,3,2026-01-02,1050.0
933,11,19,3,2026-02-11,840.0
934,41,3,2,2026-06-30,1630.0
935,41,3,2,2026-08-03,1330.0
936,54,7,1,2025-05-09,6720.0
937,33,7,3,2025-02-23,12450.0
938,74,10,1,2025-11-14,10080.0
939,32,6,2,2024-12-19,5410.0
940,32,6,2,2025-02-06,7090.0
941,77,19,1,2025-09-05,1660.0
942,77,19,1,2025-09-22,2870.0
943,33,19,1,2025-09-19,5300.0
944,38,11,3,2026-04-15,2760.0
945,46,6,3,2026-01-31,2660.0
946,46,6,3,2026-01-16,810.0
947,44,7,3,2026-04-14,950.0
948,44,7,3,2026-04-25,1570.0
949,44,7,3,2026-04-24,1530.0
950,61,2,3,2025-10-08,3660.0
951,6,11,1,2025-05-12,5570.0
952,6,11,1,2025-04-20,6850.0
953,73,1,1,2025-04-27,1720.0
954,73,1,1,2025-04-18,1360.0
955,73,1,1,2025-05-07,2230.0
956,8,11,3,2025-09-12,9390.0
957,62,18,1,2025-02-01,1980.0
958,62,18,1,2025-02-20,3280.0
959,62,18,1,2025-02-18,4170.0
960,84,5,2,2025-04-04,1610.0
961,84,5,2,2025-05-08,3180.0
962,26,18,1,2025-04-08,2500.0
963,12,10,3,2025-04-07,1300.0
964,12,10,3,2025-02-16,2140.0
965,70,13,3,2026-01-19,5610.0
966,22,2,2,2026-04-03,3380.0
967,56,14,3,2025-07-02,7580.0
968,59,11,2,2025-01-03,1060.0
969,59,11,2,2025-01-26,2130.0
970,74,1,2,2025-01-22,1750.0
971,74,1,2,2025-01-09,1460.0
972,74,1,2,2025-02-01,990.0
973,79,8,2,2024-12-08,830.0
974,79,8,2,2025-01-09,1650.0
975,97,14,2,2025-11-15,1820.0
976,97,14,2,2025-12-01,720.0
977,97,14,2,2025-11-23,690.0
978,85,10,1,2025-10-31,910.0
979,85,10,1,2025-11-29,570.0
980,85,10,1,2025-11-25,430.0
981,20,16,3,2026-04-10,1510.0
982,20,16,3,2026-02-28,1140.0
983,20,16,3,2026-03-19,970.0
984,24,16,1,2026-01-17,2720.0
985,24,16,1,2026-01-07,1080.0
986,24,16,1,2026-01-01,1310.0
987,50,6,3,2025-03-04,3390.0
988,49,14,1,2026-03-11,1050.0
989,96,9,1,2025-09-24,670.0
990,96,9,1,2025-09-09,1490.0
991,96,9,1,2025-08-21,1580.0
992,98,19,3,2025-10-03,1650.0
993,12,14,1,2025-06-05,2190.0
994,12,14,1,2025-04-24,1760.0
995,18,9,2,2025-10-16,570.0
996,18,9,2,2025-09-26,710.0
997,18,9,2,2025-09-05,780.0
998,97,20,2,2025-09-12,10500.0
999,99,3,2,2026-03-10,1400.0
1000,99,3,2,2026-03-08,1670.0
1001,99,3,2,2026-03-10,1820.0
1002,42,12,3,2025-07-01,3000.0
1003,42,12,3,2025-05-11,4450.0
1004,42,12,3,2025-05-26,2760.0
1005,2,16,2,2025-04-05,2390.0
1006,2,16,2,2025-03-02,3560.0
1007,41,17,3,2026-03-10,5320.0
1008,60,20,1,2025-04-27,6500.0
1009,89,9,2,2025-08-24,2910.0
1010,89,9,2,2025-08-27,1960.0
1011,89,9,2,2025-09-22,2020.0
1012,84,15,2,2025-09-18,1670.0
1013,84,15,2,2025-09-10,1790.0
1014,84,15,2,2025-08-04,1800.0
1015,17,11,3,2026-01-20,4040.0
1016,17,11,3,2026-02-24,5570.0
1017,66,13,1,2025-06-09,1270.0
1018,66,13,1,2025-06-30,1260.0
1019,66,13,1,2025-06-16,1070.0
1020,40,4,3,2025-02-09,2040.0
1021,40,4,3,2025-02-12,1480.0
1022,40,4,3,2025-02-20,1430.0
1023,56,8,2,2025-12-09,1700.0
1024,56,8,2,2025-12-03,2410.0
1025,56,8,2,2025-10-21,3420.0
1026,36,16,3,2025-12-08,3660.0
1027,36,16,3,2025-12-18,1870.0
1028,14,1,2,2026-03-12,1840.0
1029,14,1,2,2026-03-18,3130.0
1030,80,15,1,2026-08-12,1040.0
1031,80,15,1,2026-08-31,1990.0
1032,80,15,1,2026-07-21,2130.0
1033,94,3,3,2025-05-15,6950.0
1034,37,3,3,2025-02-21,2350.0
1035,37,3,3,2025-03-16,2370.0
1036,37,3,3,2025-02-11,1360.0
1037,44,5,3,2025-04-30,7050.0
1038,79,2,2,2026-02-05,2310.0
1039,79,2,2,2026-01-04,2080.0
1040,79,2,2,2026-01-08,2270.0
1041,20,4,1,2025-11-22,4850.0
1042,73,4,3,2025-06-30,3690.0
1043,73,4,3,2025-06-18,2850.0
1044,26,3,1,2025-07-20,2620.0
1045,26,3,1,2025-08-15,2510.0
1046,70,19,3,2026-04-13,6140.0
1047,51,11,2,2026-01-05,1380.0
1048,51,11,2,2026-02-01,1610.0
1049,51,11,2,2026-01-04,1250.0
1050,12,20,3,2025-03-13,1530.0
1051,12,20,3,2025-03-20,970.0
1052,12,20,3,2025-03-11,1570.0
1053,53,4,3,2026-04-15,2550.0
1054,53,4,3,2026-04-19,2660.0
1055,88,4,3,2025-04-18,4040.0
1056,57,16,3,2025-08-12,520.0
1057,57,16,3,2025-07-12,1630.0
1058,56,2,1,2025-08-30,3110.0
1059,29,14,3,2025-09-16,900.0
1060,29,14,3,2025-08-28,750.0
1061,55,20,2,2025-02-16,1360.0
1062,55,20,2,2025-02-16,1570.0
1063,33,10,1,2025-04-09,1540.0
1064,33,10,1,2025-03-28,1970.0
1065,1,10,3,2025-08-23,7110.0
1066,14,13,3,2025-10-19,3550.0
1067,14,13,3,2025-11-15,2270.0
1068,33,6,1,2025-03-08,930.0
1069,33,6,1,2025-03-21,390.0
1070,33,6,1,2025-03-28,460.0
1071,48,4,1,2025-04-03,1610.0
1072,48,4,1,2025-04-08,1680.0
1073,48,4,1,2025-03-23,1750.0
1074,13,18,2,2025-07-25,3320.0
1075,73,18,3,2025-09-29,5360.0
1076,70,19,3,2025-02-20,480.0
1077,70,19,3,2025-01-25,430.0
1078,70,19,3,2025-02-23,840.0
1079,98,18,3,2026-05-08,1570.0
1080,98,18,3,2026-04-30,1050.0
1081,98,18,3,2026-05-20,1610.0
1082,23,13,3,2024-11-25,550.0
1083,23,13,3,2024-12-23,980.0
1084,89,4,2,2024-11-02,7100.0
1085,76,5,3,2026-01-29,3710.0
1086,71,8,1,2025-11-21,1430.0
1087,71,8,1,2025-10-23,1790.0
1088,71,8,1,2025-11-13,1080.0
1089,60,5,2,2025-04-09,2000.0
1090,99,9,3,2025-07-23,5000.0
1091,28,12,2,2025-04-29,790.0
1092,28,12,2,2025-05-15,1510.0
1093,25,18,2,2025-04-27,1290.0
1094,98,5,2,2025-05-24,820.0
1095,98,5,2,2025-04-11,1080.0
1096,98,5,2,2025-05-18,440.0
1097,44,11,1,2025-09-19,760.0
1098,44,11,1,2025-08-16,470.0
1099,44,11,1,2025-09-13,770.0
1100,15,5,2,2025-06-08,7260.0
1101,43,7,2,2025-06-01,5050.0
1102,48,6,3,2025-07-19,830.0
1103,48,6,3,2025-06-28,700.0
1104,48,6,3,2025-07-07,860.0
1105,87,3,3,2026-01-25,920.0
1106,87,3,3,2025-12-20,1020.0
1107,70,13,1,2025-11-22,750.0
1108,70,13,1,2025-10-20,580.0
1109,15,17,1,2025-01-20,3490.0
1110,75,11,1,2025-06-04,1160.0
1111,75,11,1,2025-05-24,490.0
1112,75,11,1,2025-06-06,990.0
1113,68,18,3,2026-04-21,2480.0
1114,52,8,2,2025-10-24,1080.0
1115,52,8,2,2025-10-21,1140.0
1116,52,8,2,2025-10-26,870.0
1117,27,2,3,2026-03-11,1510.0
1118,27,2,3,2026-04-06,1710.0
1119,27,2,3,2026-02-24,740.0
1120,29,15,1,2024-12-08,1980.0
1121,29,15,1,2024-12-26,4050.0
1122,36,19,2,2025-10-13,680.0
1123,36,19,2,2025-09-26,690.0
1124,36,19,2,2025-11-04,2070.0
1125,30,5,1,2025-10-03,4450.0
1126,4,8,2,2025-04-28,4040.0
1127,39,5,3,2024-10-06,3360.0
1128,71,15,1,2026-06-06,1830.0
1129,71,15,1,2026-06-14,1340.0
1130,71,15,1,2026-06-11,1050.0
1131,45,1,2,2025-07-20,7530.0
1132,45,1,2,2025-06-13,5640.0
1133,13,18,3,2026-05-18,1200.0
1134,9,1,3,2026-04-19,1050.0
1135,9,1,3,2026-04-24,850.0
1136,9,1,2,2025-12-31,770.0
1137,9,1,2,2026-02-12,1310.0
1138,88,2,3,2025-10-26,2530.0
1139,88,2,3,2025-10-31,1620.0
1140,88,2,3,2025-10-31,1040.0
1141,72,6,2,2025-06-10,8510.0
1142,24,14,1,2025-04-22,2590.0
1143,24,14,1,2025-05-12,2220.0
1144,37,9,2,2025-02-06,1110.0
1145,37,9,2,2025-01-02,680.0
1146,37,9,2,2025-01-16,670.0
1147,50,10,1,2025-10-17,2820.0
1148,24,17,1,2024-11-24,1090.0
1149,24,17,1,2024-12-21,1290.0
1150,24,17,1,2024-11-24,1370.0
1151,36,16,2,2025-10-06,720.0
1152,36,16,2,2025-08-12,910.0
1153,36,16,2,2025-09-24,610.0
1154,74,7,1,2025-06-28,1370.0
1155,74,7,1,2025-06-15,930.0
1156,57,7,2,2025-02-15,4820.0
1157,85,11,3,2026-06-05,3410.0
1158,18,4,3,2024-11-10,870.0
1159,18,4,3,2024-10-07,1170.0
1160,24,9,1,2026-04-08,7030.0
1161,90,16,1,2025-10-28,790.0
1162,42,3,1,2025-09-12,2080.0
1163,97,3,2,2025-03-09,6490.0
1164,97,3,2,2025-03-09,5810.0
1165,73,10,1,2025-06-06,870.0
1166,73,10,1,2025-05-13,1630.0
1167,97,11,2,2025-11-16,11940.0
1168,41,10,2,2025-08-30,820.0
1169,41,10,2,2025-09-07,770.0
1170,41,10,2,2025-08-23,750.0
1171,68,17,1,2025-03-20,8480.0
1172,60,19,2,2025-10-25,1390.0
1173,60,19,2,2025-08-31,1500.0
1174,44,3,2,2025-11-25,6670.0
1175,27,14,1,2025-11-05,5050.0
1176,67,6,2,2025-03-20,10780.0
1177,86,12,3,2025-10-15,1350.0
1178,86,12,3,2025-10-07,2810.0
1179,44,8,1,2025-06-27,9150.0
1180,44,8,1,2025-05-22,9490.0
1181,2,20,3,2025-08-26,3280.0
1182,2,20,3,2025-08-10,1440.0
1183,81,3,1,2025-03-09,1250.0
1184,81,3,1,2025-04-02,760.0
1185,81,3,1,2025-03-02,1620.0
1186,35,12,2,2025-06-17,10090.0
1187,77,17,2,2026-05-17,1010.0
1188,77,17,2,2026-05-29,1000.0
1189,77,17,2,2026-06-08,1120.0
1190,31,1,1,2026-06-16,1380.0
1191,31,1,1,2026-07-01,1610.0
1192,62,19,1,2025-06-02,1260.0
1193,62,19,1,2025-05-18,750.0
1194,62,19,1,2025-06-02,1350.0
1195,12,9,1,2025-10-28,860.0
1196,12,9,1,2025-11-03,1930.0
1197,12,9,1,2025-09-28,1320.0
1198,16,2,3,2026-04-22,2060.0
1199,16,2,3,2026-05-25,2350.0
1200,16,2,3,2026-04-16,1920.0
1201,12,7,1,2025-03-08,10240.0
1202,8,5,1,2026-06-26,2730.0
1203,8,5,1,2026-07-04,4000.0
1204,3,20,2,2026-02-06,1690.0
1205,3,20,2,2026-03-07,790.0
1206,65,6,3,2025-09-02,550.0
1207,65,6,3,2025-08-12,810.0
1208,72,13,1,2026-02-02,1170.0
1209,72,13,1,2026-01-18,510.0
1210,72,13,1,2026-01-22,600.0
1211,76,19,2,2025-03-23,3010.0
1212,23,13,2,2024-11-27,16190.0
1213,38,13,3,2026-05-07,870.0
1214,38,13,3,2026-04-24,2000.0
1215,38,13,3,2026-04-19,2010.0
1216,82,18,3,2024-12-02,2270.0
1217,82,18,3,2024-12-05,3200.0
1218,45,15,2,2024-11-28,2080.0
1219,45,15,2,2024-11-20,1970.0
1220,88,5,1,2025-02-12,8950.0
1221,78,9,2,2025-07-25,2420.0
1222,78,9,2,2025-07-09,1280.0
1223,78,9,2,2025-08-07,1170.0
1224,6,10,1,2025-07-16,2600.0
1225,6,10,1,2025-07-02,1750.0
1226,91,15,3,2025-04-22,2810.0
1227,82,17,1,2025-02-01,2730.0
1228,25,13,2,2026-04-27,2820.0
1229,25,13,2,2026-04-01,2590.0
1230,25,13,2,2026-03-07,1780.0
1231,36,1,1,2025-12-08,700.0
1232,36,1,1,2025-11-29,320.0
1233,36,1,1,2025-12-04,290.0
1234,80,9,1,2025-12-14,940.0
1235,80,9,1,2025-12-02,700.0
1236,80,9,1,2025-12-03,440.0
1237,41,3,1,2025-11-06,6680.0
1238,25,2,3,2025-08-06,1370.0
1239,25,2,3,2025-07-30,650.0
1240,25,2,3,2025-07-15,1070.0
1241,8,10,3,2026-05-01,5180.0
1242,98,11,3,2026-07-26,1540.0
1243,98,11,3,2026-08-02,2190.0
1244,68,16,1,2025-12-17,290.0
1245,68,16,1,2026-01-22,600.0
1246,68,16,1,2025-11-27,450.0
1247,25,17,2,2026-03-03,1010.0
1248,25,17,2,2026-04-02,600.0
1249,25,17,2,2026-03-07,730.0
1250,60,3,2,2025-03-01,2560.0
1251,60,3,2,2025-02-21,2750.0
1252,60,3,2,2025-03-23,1420.0
1253,12,16,3,2025-03-09,2140.0
1254,12,16,3,2025-03-06,1150.0
1255,18,16,1,2025-12-01,3620.0
1256,18,16,1,2026-01-06,2850.0
1257,63,6,1,2026-06-06,2200.0
1258,63,6,1,2026-05-29,870.0
1259,2,3,3,2024-11-19,1450.0
1260,2,3,3,2024-11-22,1340.0
1261,60,20,2,2025-12-31,6440.0
1262,23,6,3,2025-04-02,6660.0
1263,83,7,1,2026-06-03,890.0
1264,83,7,1,2026-06-03,1390.0
1265,89,2,2,2025-08-09,1500.0
1266,89,2,2,2025-08-27,1180.0
1267,89,2,2,2025-08-20,1630.0
1268,31,14,3,2025-09-28,2160.0
1269,31,14,3,2025-10-05,1100.0
1270,83,14,3,2025-10-28,1790.0
1271,83,14,3,2025-10-04,2110.0
1272,83,14,3,2025-11-15,1650.0
1273,73,13,2,2025-12-02,780.0
1274,73,13,2,2025-11-07,690.0
1275,73,13,2,2025-11-15,640.0
1276,28,20,2,2025-08-04,17010.0
1277,62,18,2,2025-05-02,1030.0
1278,62,18,2,2025-04-17,390.0
1279,62,18,2,2025-05-27,760.0
1280,16,5,2,2026-03-25,920.0
1281,16,5,2,2026-03-15,1270.0
1282,17,10,2,2025-04-03,5300.0
1283,52,19,3,2025-09-27,1220.0
1284,52,19,3,2025-09-29,1330.0
1285,63,7,2,2025-05-09,1020.0
1286,63,7,2,2025-04-23,400.0
1287,27,11,2,2025-09-08,830.0
1288,27,11,2,2025-10-03,1640.0
1289,27,11,2,2025-10-02,1430.0
1290,86,11,2,2025-09-06,4730.0
1291,55,2,2,2025-02-11,1600.0
1292,55,2,2,2025-03-12,2880.0
1293,2,20,2,2025-02-03,2400.0
1294,2,20,2,2025-03-05,2780.0
1295,62,15,3,2025-11-03,8410.0
1296,5,11,1,2025-05-08,11530.0
1297,85,18,3,2025-09-15,1100.0
1298,85,18,3,2025-09-29,820.0
1299,85,18,3,2025-09-11,1440.0
1300,85,10,2,2024-12-31,2510.0
1301,82,9,3,2026-05-08,6290.0
1302,82,9,3,2026-05-17,4770.0
1303,32,11,1,2026-05-04,1070.0
1304,32,11,1,2026-04-24,1820.0
1305,32,11,1,2026-04-09,1230.0
1306,55,11,3,2025-04-06,3550.0
1307,55,11,3,2025-04-18,3590.0
1308,52,5,2,2025-10-22,690.0
1309,52,5,2,2025-10-18,1560.0
1310,52,5,2,2025-12-05,1490.0
1311,42,8,1,2025-06-03,1210.0
1312,42,8,1,2025-05-29,1730.0
1313,29,2,2,2025-05-02,3970.0
1314,60,12,3,2025-06-28,970.0
1315,60,12,3,2025-07-14,1240.0
1316,60,12,3,2025-07-03,2890.0
1317,21,4,2,2025-08-18,2510.0
1318,21,4,2,2025-10-05,2510.0
1319,75,13,3,2026-05-06,370.0
1320,75,13,3,2026-05-25,320.0
1321,75,13,3,2026-05-18,660.0
1322,87,6,2,2025-06-19,9420.0
1323,44,2,2,2025-07-05,1580.0
1324,44,2,2,2025-08-13,720.0
1325,8,15,2,2025-11-05,1520.0
1326,8,15,2,2025-12-17,1350.0
1327,8,15,2,2025-11-23,890.0
1328,5,10,1,2024-12-07,10980.0
1329,20,3,3,2026-03-03,1020.0
1330,20,3,3,2026-04-02,770.0
1331,20,3,3,2026-03-19,700.0
1332,21,20,2,2026-06-13,1030.0
1333,21,20,2,2026-06-27,670.0
1334,21,20,2,2026-06-24,1210.0
1335,11,18,3,2025-01-18,910.0
1336,11,18,3,2025-02-12,810.0
1337,11,18,3,2025-01-06,620.0
1338,83,13,2,2026-02-14,590.0
1339,83,13,2,2026-03-05,770.0
1340,7,8,3,2025-10-31,3520.0
1341,7,8,3,2025-11-10,2490.0
1342,7,8,3,2025-11-16,3690.0
1343,51,4,2,2026-01-31,5380.0
1344,51,4,2,2026-01-29,4470.0
1345,58,5,3,2026-02-27,820.0
1346,58,5,3,2026-02-28,1320.0
1347,38,2,1,2025-01-12,1520.0
1348,38,2,1,2025-02-24,1520.0
1349,95,7,3,2025-01-27,6650.0
1350,67,12,1,2025-09-24,1710.0
1351,67,12,1,2025-10-01,1290.0
1352,49,16,3,2026-02-24,6770.0
1353,49,16,3,2026-03-23,6990.0
1354,21,20,2,2025-07-03,5340.0
1355,95,14,1,2025-01-21,680.0
1356,95,14,1,2025-01-06,2030.0
1357,32,10,2,2025-06-16,1730.0
1358,32,10,2,2025-05-22,1930.0
1359,32,10,2,2025-05-22,1930.0
1360,32,19,2,2026-02-01,610.0
1361,32,19,2,2026-02-19,700.0
1362,32,19,2,2026-03-01,740.0
1363,17,9,1,2025-02-11,1260.0
1364,17,9,1,2025-02-06,820.0
1365,17,9,1,2025-02-16,1590.0
1366,44,4,3,2026-02-28,2710.0
1367,44,4,3,2026-02-20,1820.0
1368,46,15,2,2025-11-13,1800.0
1369,46,15,2,2026-01-02,2250.0
1370,46,15,2,2025-11-22,3590.0
1371,21,14,1,2025-04-01,10900.0
1372,21,16,2,2025-06-02,540.0
1373,21,16,2,2025-06-17,1020.0
1374,21,16,2,2025-05-25,800.0
1375,7,6,3,2026-02-03,2220.0
1376,86,2,2,2025-11-06,810.0
1377,86,2,2,2025-10-09,980.0
1378,86,2,2,2025-10-10,480.0
1379,22,9,1,2026-01-03,1380.0
1380,22,9,1,2026-01-23,770.0
1381,22,9,1,2025-12-28,680.0
1382,2,8,3,2025-07-18,3050.0
1383,2,8,3,2025-06-13,2400.0
1384,2,8,3,2025-07-19,3460.0
1385,85,1,3,2025-03-30,1540.0
1386,85,1,3,2025-04-29,4870.0
1387,79,15,1,2025-04-19,9120.0
1388,50,8,2,2026-01-25,980.0
1389,50,8,2,2026-01-05,1170.0
1390,50,8,2,2026-01-15,1670.0
1391,61,8,2,2025-08-03,5710.0
1392,61,8,2,2025-08-18,8400.0
