OpportunityId,AccountId,RepId,ProductId,CreatedDate,CloseDate,Stage,Amount,IsWon
418,13,15,2,2025-07-16,2025-08-13,Closed Lost,15000.0,False
419,60,20,1,2025-09-07,2025-11-24,Closed Lost,3500.0,False
420,7,6,3,2025-04-18,,Qualified,13700.0,False
421,57,10,2,2026-02-05,2026-05-29,Closed Lost,6700.0,False
422,36,7,3,2024-11-12,,Qualified,7400.0,False
423,45,17,3,2025-08-20,2025-09-02,Closed Lost,8100.0,False
424,20,18,2,2026-01-09,2026-03-07,Closed Lost,11500.0,False
425,65,17,3,2025-03-12,,Qualified,5200.0,False
426,8,9,1,2026-01-08,2026-01-23,Closed Lost,5800.0,False
427,16,10,1,2024-09-28,2024-12-25,Closed Lost,10400.0,False
428,14,10,3,2025-09-28,,Proposal,3500.0,False
429,76,7,2,2025-02-14,,Negotiation,8000.0,False
430,87,16,3,2026-02-18,2026-07-26,Closed Lost,5400.0,False
431,15,18,1,2025-12-02,2025-12-18,Closed Lost,4900.0,False
432,92,6,3,2025-03-11,2025-05-29,Closed Won,3600.0,True
433,98,20,3,2026-02-13,,Proposal,11900.0,False
434,66,1,1,2026-02-20,2026-08-08,Closed Lost,8800.0,False
435,32,1,3,2025-09-20,2025-12-22,Closed Lost,5800.0,False
436,87,12,3,2024-10-03,2025-01-28,Closed Lost,7500.0,False
437,63,2,2,2025-09-19,,Qualified,4700.0,False
438,86,4,2,2025-11-06,,Negotiation,6200.0,False
439,51,17,1,2026-01-10,,Proposal,7300.0,False
440,25,4,1,2025-07-08,2025-10-22,Closed Lost,8400.0,False
441,58,11,1,2025-03-25,,Negotiation,9900.0,False
442,63,4,2,2024-11-01,2025-01-15,Closed Won,3300.0,True
443,62,1,1,2025-04-15,2025-06-05,Closed Lost,9900.0,False
444,22,7,1,2025-05-30,,Qualified,3400.0,False
445,58,18,1,2025-01-31,2025-03-17,Closed Won,10100.0,True
446,58,9,2,2025-03-01,2025-06-17,Closed Lost,7300.0,False
447,86,3,3,2024-08-31,,Proposal,14000.0,False
448,49,8,1,2024-10-21,2025-02-11,Closed Lost,5800.0,False
449,52,19,3,2025-04-04,2025-05-19,Closed Lost,12000.0,False
450,42,4,1,2025-06-05,2025-10-07,Closed Lost,4500.0,False
451,70,18,3,2025-02-07,2025-07-12,Closed Won,8500.0,True
452,15,20,2,2024-10-23,,Proposal,2900.0,False
453,54,11,2,2025-08-06,2025-11-02,Closed Lost,12600.0,False
454,60,14,1,2025-11-07,,Negotiation,19200.0,False
455,97,18,3,2024-09-05,2024-12-30,Closed Won,5700.0,True
456,8,16,2,2025-02-02,2025-02-20,Closed Lost,8600.0,False
457,53,3,1,2025-10-16,2026-04-05,Closed Lost,10100.0,False
458,60,15,1,2026-01-24,,Negotiation,3700.0,False
459,5,4,2,2026-02-21,2026-04-06,Closed Won,5600.0,True
460,68,5,2,2024-09-19,,Qualified,5400.0,False
461,6,17,1,2025-11-11,2025-11-24,Closed Lost,27000.0,False
462,96,7,3,2025-03-18,,Negotiation,13700.0,False
463,94,16,3,2025-12-05,,Qualified,7300.0,False
464,47,14,3,2024-12-04,,Negotiation,12000.0,False
465,99,16,1,2025-10-22,,Qualified,9000.0,False
466,55,7,2,2024-12-01,2025-01-20,Closed Lost,10900.0,False
467,40,9,1,2026-02-14,,Proposal,4800.0,False
468,52,4,2,2026-01-26,2026-07-22,Closed Won,16100.0,True
469,16,11,3,2024-12-06,2025-02-27,Closed Lost,5500.0,False
470,13,2,3,2025-05-26,2025-07-19,Closed Won,5700.0,True
471,30,12,2,2024-10-26,2025-01-22,Closed Lost,10900.0,False
472,19,12,2,2025-02-26,2025-07-09,Closed Lost,9600.0,False
473,17,4,1,2025-07-05,2025-10-03,Closed Lost,8200.0,False
474,63,18,3,2025-01-07,2025-01-23,Closed Lost,12300.0,False
475,19,7,1,2025-07-31,2025-09-04,Closed Lost,4500.0,False
476,92,1,1,2024-12-05,2025-01-28,Closed Lost,20400.0,False
477,58,13,1,2026-02-19,,Qualified,6300.0,False
478,55,6,3,2025-09-06,,Proposal,7800.0,False
479,90,6,1,2024-12-10,,Qualified,20500.0,False
480,90,12,1,2026-02-18,2026-04-12,Closed Won,5700.0,True
481,62,8,1,2025-08-11,2025-11-28,Closed Won,13500.0,True
482,23,19,1,2025-07-05,,Negotiation,7300.0,False
483,9,5,1,2025-05-15,,Proposal,5300.0,False
484,12,18,1,2024-10-26,,Negotiation,6700.0,False
485,1,5,3,2025-07-21,2025-10-12,Closed Lost,10800.0,False
486,58,10,1,2026-01-17,2026-03-08,Closed Won,13500.0,True
487,1,1,2,2025-01-02,,Negotiation,9100.0,False
488,34,10,1,2026-02-13,2026-02-21,Closed Lost,3600.0,False
489,96,5,1,2026-02-08,2026-05-26,Closed Lost,11100.0,False
490,48,12,3,2025-12-31,,Qualified,7500.0,False
491,89,7,3,2025-08-26,,Negotiation,4700.0,False
492,1,9,2,2024-11-29,2025-01-08,Closed Lost,9600.0,False
493,16,12,2,2025-07-05,2025-09-07,Closed Won,14300.0,True
494,61,1,3,2024-12-23,,Proposal,8100.0,False
495,64,11,3,2025-07-08,2025-08-18,Closed Won,12900.0,True
496,63,15,1,2025-12-30,,Negotiation,10200.0,False
497,69,2,3,2025-11-22,,Negotiation,10300.0,False
498,22,20,2,2026-01-26,,Qualified,7000.0,False
499,93,7,1,2026-01-24,,Negotiation,12200.0,False
500,67,12,2,2025-07-03,2025-09-20,Closed Lost,12800.0,False
501,76,18,1,2026-02-15,2026-05-10,Closed Lost,12000.0,False
502,26,3,3,2025-12-14,2025-12-29,Closed Lost,6900.0,False
503,16,7,2,2024-09-11,2024-11-04,Closed Won,13300.0,True
504,51,11,1,2024-12-30,2025-03-13,Closed Won,9800.0,True
505,86,18,1,2025-06-11,2025-11-28,Closed Lost,5000.0,False
506,57,12,3,2025-01-01,,Qualified,6700.0,False
507,29,6,3,2025-08-13,2026-02-07,Closed Lost,6200.0,False
508,78,5,3,2024-10-15,2025-03-03,Closed Lost,3000.0,False
509,92,1,2,2025-09-13,2026-01-16,Closed Won,13400.0,True
510,69,12,1,2025-05-14,2025-08-14,Closed Lost,38200.0,False
511,47,11,3,2025-03-25,2025-07-15,Closed Lost,14800.0,False
512,94,4,2,2025-11-25,2026-02-15,Closed Lost,8800.0,False
513,62,18,2,2025-11-23,2026-01-08,Closed Lost,6300.0,False
514,69,4,2,2024-10-04,,Negotiation,5100.0,False
515,76,17,3,2025-05-27,,Proposal,8700.0,False
516,16,2,3,2024-12-30,,Negotiation,13100.0,False
517,90,2,1,2025-08-07,2026-01-06,Closed Won,5800.0,True
518,90,12,1,2026-02-17,2026-03-25,Closed Lost,29200.0,False
519,48,6,3,2024-12-06,2025-04-17,Closed Won,4100.0,True
520,85,10,2,2024-08-23,2024-11-03,Closed Lost,9100.0,False
521,39,16,2,2025-10-28,2025-11-08,Closed Lost,8400.0,False
522,100,14,2,2025-06-24,2025-10-01,Closed Lost,8100.0,False
523,33,7,1,2026-01-31,,Proposal,6100.0,False
524,94,19,2,2024-10-14,2025-04-08,Closed Lost,8400.0,False
525,23,17,1,2026-01-24,2026-05-04,Closed Lost,6500.0,False
526,10,9,1,2025-07-18,2025-11-07,Closed Lost,15400.0,False
527,69,13,2,2025-07-13,2025-11-29,Closed Lost,18200.0,False
528,100,5,2,2024-12-14,,Negotiation,6700.0,False
529,34,5,3,2025-01-16,2025-03-21,Closed Won,3600.0,True
530,52,10,3,2025-02-04,2025-04-30,Closed Lost,9500.0,False
531,95,10,2,2025-09-05,2025-09-19,Closed Won,9300.0,True
532,10,7,1,2025-01-08,2025-06-22,Closed Lost,8500.0,False
533,19,15,1,2025-06-17,2025-07-05,Closed Lost,10600.0,False
534,58,7,1,2025-05-25,,Qualified,16200.0,False
535,96,15,1,2025-02-16,,Proposal,12300.0,False
536,1,3,1,2025-08-11,,Negotiation,10600.0,False
537,69,19,3,2025-01-23,2025-03-03,Closed Lost,11800.0,False
538,4,10,2,2025-03-11,2025-08-18,Closed Lost,9200.0,False
539,16,15,3,2024-12-15,2025-03-31,Closed Lost,5100.0,False
540,24,3,1,2024-10-29,,Proposal,16700.0,False
541,80,6,1,2025-11-10,,Qualified,8500.0,False
542,2,12,1,2025-11-10,,Negotiation,5000.0,False
543,92,15,1,2025-07-14,2025-11-26,Closed Won,4600.0,True
544,32,6,2,2025-08-16,2025-09-02,Closed Lost,5100.0,False
545,91,13,1,2025-01-14,2025-03-16,Closed Lost,4400.0,False
546,84,19,2,2025-05-24,2025-06-01,Closed Lost,11300.0,False
547,24,3,1,2026-01-13,2026-03-25,Closed Won,7400.0,True
548,12,8,2,2025-02-17,2025-08-14,Closed Won,11900.0,True
549,50,8,3,2025-12-12,,Qualified,14500.0,False
550,35,20,1,2025-10-10,2026-03-15,Closed Lost,12800.0,False
551,33,15,2,2025-01-22,2025-05-14,Closed Won,11100.0,True
552,33,4,3,2024-12-04,2025-05-05,Closed Lost,9400.0,False
553,61,19,1,2024-11-05,2024-12-11,Closed Won,7400.0,True
554,51,3,1,2024-12-28,,Negotiation,7600.0,False
555,43,13,1,2025-08-02,2025-10-09,Closed Won,10900.0,True
556,12,8,2,2026-02-04,2026-05-06,Closed Lost,5000.0,False
557,67,16,2,2025-01-28,,Negotiation,7900.0,False
558,65,13,3,2026-02-11,2026-04-25,Closed Lost,5600.0,False
559,33,3,2,2025-10-22,2025-12-08,Closed Won,14600.0,True
560,40,16,2,2024-09-14,,Qualified,11600.0,False
561,74,9,1,2024-10-08,,Negotiation,23600.0,False
562,43,14,1,2026-01-29,2026-04-03,Closed Won,5500.0,True
563,44,13,1,2025-01-13,2025-03-20,Closed Lost,5900.0,False
564,29,7,1,2025-10-15,2026-01-17,Closed Lost,8300.0,False
565,13,15,1,2024-11-15,,Negotiation,5600.0,False
566,12,7,1,2025-10-12,2025-12-25,Closed Won,10600.0,True
567,95,6,1,2025-12-17,,Qualified,7900.0,False
568,46,2,3,2025-11-21,,Qualified,6300.0,False
569,2,9,3,2025-06-15,,Proposal,14000.0,False
570,35,17,3,2024-12-12,2025-04-06,Closed Lost,3200.0,False
571,87,5,3,2025-04-09,2025-06-28,Closed Won,10600.0,True
572,81,12,1,2024-11-26,2025-02-06,Closed Won,6200.0,True
573,90,1,3,2025-09-04,,Negotiation,12200.0,False
574,8,10,1,2025-01-25,2025-02-06,Closed Lost,13700.0,False
575,93,11,3,2025-10-17,2026-02-12,Closed Lost,2600.0,False
576,26,16,2,2024-12-05,2024-12-29,Closed Lost,7300.0,False
577,74,14,3,2025-07-18,2025-10-13,Closed Lost,8300.0,False
578,90,8,3,2025-11-04,2026-02-20,Closed Lost,2500.0,False
579,34,17,1,2025-01-01,2025-04-27,Closed Won,9100.0,True
580,7,18,3,2025-09-08,2025-10-14,Closed Lost,6200.0,False
581,68,12,2,2025-01-07,2025-05-15,Closed Lost,4400.0,False
582,58,17,1,2025-05-19,2025-10-21,Closed Lost,5900.0,False
583,75,14,1,2026-02-23,,Negotiation,5400.0,False
584,29,16,3,2025-09-22,,Proposal,6100.0,False
585,36,14,1,2025-11-29,2026-04-04,Closed Lost,8900.0,False
586,89,9,1,2025-11-15,2026-03-08,Closed Won,13200.0,True
587,21,4,1,2025-07-19,,Qualified,7800.0,False
588,36,11,1,2025-05-02,2025-07-23,Closed Lost,14100.0,False
589,10,6,1,2025-06-03,2025-06-18,Closed Lost,4800.0,False
590,73,15,1,2025-05-23,2025-07-07,Closed Lost,8700.0,False
591,24,5,2,2024-09-11,2024-10-11,Closed Lost,23200.0,False
592,64,11,3,2025-04-18,2025-08-27,Closed Lost,3700.0,False
593,99,18,2,2025-05-19,,Proposal,3600.0,False
594,49,13,1,2025-10-14,,Negotiation,15400.0,False
595,99,11,1,2025-06-28,2025-09-03,Closed Lost,9000.0,False
596,36,14,3,2024-09-22,2025-03-16,Closed Won,6000.0,True
597,82,18,2,2024-12-04,2025-04-22,Closed Lost,4600.0,False
598,96,19,3,2025-02-24,2025-05-20,Closed Lost,8000.0,False
599,24,15,2,2024-12-28,2025-02-22,Closed Won,8700.0,True
600,23,9,1,2025-03-20,2025-08-05,Closed Lost,8700.0,False
601,62,8,3,2025-10-10,,Negotiation,4600.0,False
602,96,20,3,2025-05-30,2025-07-27,Closed Lost,6800.0,False
603,37,1,1,2025-05-02,,Negotiation,6100.0,False
604,12,4,3,2024-09-10,2025-03-02,Closed Won,11200.0,True
605,55,14,2,2025-01-05,2025-01-19,Closed Lost,4700.0,False
606,13,2,2,2025-04-02,2025-07-30,Closed Won,8400.0,True
607,23,16,2,2024-08-25,2024-10-15,Closed Lost,30200.0,False
608,89,3,2,2025-04-15,,Proposal,4600.0,False
609,99,8,1,2025-11-30,2026-01-03,Closed Won,5600.0,True
610,30,6,3,2025-04-07,2025-08-10,Closed Lost,7700.0,False
611,17,16,2,2026-01-03,2026-04-26,Closed Lost,1900.0,False
612,62,16,1,2026-01-25,2026-02-27,Closed Lost,4000.0,False
613,84,7,3,2025-01-08,2025-06-25,Closed Lost,9500.0,False
614,89,13,3,2025-05-25,2025-08-20,Closed Lost,7400.0,False
615,86,13,1,2025-06-09,,Proposal,13700.0,False
616,13,5,1,2024-10-14,,Qualified,7200.0,False
617,59,20,2,2024-12-10,2025-02-16,Closed Won,6900.0,True
618,19,18,3,2024-08-26,2025-02-14,Closed Lost,5700.0,False
619,49,15,3,2024-10-08,2024-11-09,Closed Lost,6800.0,False
620,100,18,1,2024-11-24,2025-03-31,Closed Lost,4400.0,False
621,12,2,3,2025-03-23,,Proposal,7500.0,False
622,61,10,2,2025-11-01,,Qualified,5000.0,False
623,19,13,3,2026-01-12,2026-05-22,Closed Lost,4400.0,False
624,76,18,1,2025-03-15,2025-04-11,Closed Won,5900.0,True
625,9,15,1,2025-09-07,,Negotiation,10200.0,False
626,71,12,2,2024-11-03,,Qualified,8700.0,False
627,28,15,2,2026-01-20,2026-05-27,Closed Lost,11300.0,False
628,78,13,3,2024-11-06,2024-11-25,Closed Won,5100.0,True
629,95,18,3,2024-11-07,2025-03-24,Closed Lost,8000.0,False
630,52,15,1,2025-10-06,,Negotiation,19000.0,False
631,83,11,2,2024-12-06,2025-05-24,Closed Lost,16300.0,False
632,16,19,2,2025-12-11,,Negotiation,4300.0,False
633,69,3,2,2025-05-24,2025-10-19,Closed Lost,4900.0,False
634,99,7,3,2024-11-18,2025-02-13,Closed Lost,18900.0,False
635,12,14,2,2024-11-07,2025-03-16,Closed Won,10200.0,True
636,25,14,1,2024-11-07,,Qualified,7400.0,False
637,52,13,1,2025-11-07,2026-05-05,Closed Lost,7000.0,False
638,85,12,3,2026-02-13,,Negotiation,9100.0,False
639,100,9,3,2025-04-24,2025-07-03,Closed Won,9100.0,True
640,53,1,2,2025-09-08,,Proposal,6200.0,False
641,23,19,3,2025-01-11,,Proposal,7500.0,False
642,16,11,1,2025-08-25,2025-11-05,Closed Lost,6100.0,False
643,57,19,2,2024-11-14,,Proposal,8800.0,False
644,39,18,1,2025-01-12,2025-03-04,Closed Won,5600.0,True
645,53,12,2,2025-08-09,2025-11-10,Closed Lost,4300.0,False
646,42,1,3,2026-02-18,2026-05-02,Closed Won,16900.0,True
647,58,19,2,2025-01-21,,Proposal,7800.0,False
648,39,20,2,2025-01-27,,Qualified,18900.0,False
649,14,17,1,2025-11-11,2026-05-06,Closed Won,3100.0,True
650,95,5,1,2025-06-21,,Proposal,3900.0,False
651,5,3,2,2025-11-15,2026-05-03,Closed Lost,10200.0,False
652,35,2,3,2025-04-03,,Qualified,7800.0,False
653,87,3,3,2024-10-04,2025-01-06,Closed Lost,4500.0,False
654,93,8,1,2025-05-13,2025-06-05,Closed Won,14300.0,True
655,75,16,3,2024-08-25,2024-10-10,Closed Lost,5200.0,False
656,18,6,1,2025-05-17,2025-11-11,Closed Won,14800.0,True
657,76,13,3,2024-09-07,2025-02-11,Closed Lost,7800.0,False
658,9,16,2,2025-07-22,2025-08-03,Closed Won,4700.0,True
659,74,16,1,2025-11-29,2026-05-03,Closed Lost,5800.0,False
660,58,3,1,2024-10-20,,Negotiation,16100.0,False
661,17,13,2,2025-02-15,2025-06-21,Closed Lost,7000.0,False
662,7,14,1,2024-10-24,,Qualified,13200.0,False
663,46,8,3,2025-06-25,2025-10-22,Closed Lost,16300.0,False
664,13,12,3,2025-04-25,2025-05-30,Closed Lost,7800.0,False
665,40,8,1,2025-06-07,2025-06-20,Closed Lost,7200.0,False
666,42,9,3,2025-07-20,,Negotiation,6600.0,False
667,9,1,1,2026-01-31,,Negotiation,9700.0,False
668,50,6,2,2025-05-04,2025-06-02,Closed Lost,17200.0,False
669,27,19,1,2026-01-14,2026-04-27,Closed Lost,4400.0,False
670,66,11,2,2025-11-28,2026-04-19,Closed Lost,9000.0,False
671,5,11,3,2025-03-09,2025-05-30,Closed Won,8800.0,True
672,29,13,2,2025-05-20,,Negotiation,3300.0,False
673,37,11,3,2024-10-25,2025-02-25,Closed Lost,5200.0,False
674,38,18,1,2025-04-09,2025-05-09,Closed Lost,5800.0,False
675,83,15,3,2025-04-28,,Negotiation,11900.0,False
676,8,1,1,2025-04-25,,Negotiation,13000.0,False
677,65,7,1,2025-01-26,2025-02-07,Closed Won,3200.0,True
678,86,13,2,2024-11-18,2024-12-15,Closed Won,11200.0,True
679,17,12,2,2025-07-01,2025-09-18,Closed Lost,10500.0,False
680,71,18,2,2024-10-27,2025-01-15,Closed Lost,10800.0,False
681,89,19,2,2024-09-11,2024-10-23,Closed Won,8700.0,True
682,45,15,3,2024-09-24,,Negotiation,13000.0,False
683,4,8,3,2024-11-03,,Negotiation,14600.0,False
684,36,19,3,2025-07-31,2026-01-26,Closed Lost,3600.0,False
685,70,10,1,2025-01-02,2025-02-21,Closed Lost,7900.0,False
686,31,7,3,2024-10-16,2025-01-21,Closed Lost,7100.0,False
687,19,18,3,2024-10-22,2025-04-07,Closed Won,6100.0,True
688,61,16,3,2026-01-24,2026-03-31,Closed Lost,6500.0,False
689,54,20,2,2025-05-21,2025-08-28,Closed Won,8900.0,True
690,39,6,3,2025-04-25,2025-07-23,Closed Lost,4200.0,False
691,91,9,1,2025-02-14,2025-05-14,Closed Won,11300.0,True
692,74,13,2,2025-07-05,2025-09-26,Closed Lost,6700.0,False
693,90,8,1,2024-12-31,2025-02-01,Closed Lost,12500.0,False
694,19,16,3,2024-12-02,2024-12-29,Closed Lost,5900.0,False
695,39,13,2,2025-06-28,2025-11-01,Closed Lost,5800.0,False
696,67,13,1,2025-06-10,2025-10-24,Closed Lost,5100.0,False
697,45,17,3,2025-12-30,2026-04-23,Closed Lost,6000.0,False
698,13,20,1,2025-08-18,2026-01-29,Closed Lost,5400.0,False
699,92,5,1,2025-07-26,,Qualified,10100.0,False
700,58,17,1,2024-09-01,2024-11-17,Closed Lost,13700.0,False
701,20,9,3,2024-10-10,2025-03-13,Closed Lost,9800.0,False
702,92,2,3,2025-12-22,2026-02-16,Closed Won,7800.0,True
703,72,18,1,2025-07-09,2025-10-18,Closed Won,10300.0,True
704,61,9,2,2025-01-02,,Negotiation,8000.0,False
705,39,6,2,2024-11-13,,Qualified,8200.0,False
706,1,11,3,2024-10-18,2025-01-13,Closed Lost,7000.0,False
707,3,6,3,2025-09-02,2026-01-18,Closed Lost,12300.0,False
708,77,6,3,2025-08-06,2026-01-01,Closed Lost,2200.0,False
709,92,13,3,2025-05-20,2025-06-15,Closed Lost,2800.0,False
710,62,11,3,2025-12-18,2026-04-27,Closed Won,13500.0,True
711,63,14,2,2024-12-11,2024-12-30,Closed Won,7300.0,True
712,25,2,3,2024-11-06,2024-11-15,Closed Won,12800.0,True
713,56,8,1,2025-01-27,2025-06-13,Closed Won,6000.0,True
714,33,3,1,2026-02-05,,Qualified,18700.0,False
715,38,3,2,2025-07-17,2025-10-21,Closed Won,7600.0,True
716,6,1,1,2024-12-22,2025-05-29,Closed Won,10100.0,True
717,58,19,2,2024-10-02,2024-11-12,Closed Lost,6500.0,False
718,44,18,2,2025-02-05,2025-02-25,Closed Lost,5200.0,False
719,45,17,1,2024-09-14,,Proposal,3400.0,False
720,32,20,3,2025-05-28,2025-07-23,Closed Lost,12000.0,False
721,45,13,1,2025-12-04,,Proposal,9900.0,False
722,61,3,1,2025-09-26,2026-03-05,Closed Won,8500.0,True
723,47,1,2,2024-08-31,,Proposal,4600.0,False
724,21,4,1,2024-09-04,,Negotiation,16400.0,False
725,80,13,2,2024-10-13,2025-04-01,Closed Won,8500.0,True
726,85,17,3,2025-03-19,2025-05-15,Closed Lost,11500.0,False
727,75,11,3,2026-02-23,,Qualified,8100.0,False
728,36,2,3,2025-09-28,2026-01-16,Closed Lost,4700.0,False
729,99,16,1,2025-03-01,2025-08-15,Closed Lost,13300.0,False
730,19,2,2,2024-10-12,2025-03-02,Closed Won,10200.0,True
731,20,19,3,2025-09-19,2026-01-20,Closed Lost,7400.0,False
732,57,19,2,2025-06-18,2025-10-18,Closed Lost,10100.0,False
733,18,16,2,2025-03-06,2025-05-03,Closed Won,12200.0,True
734,47,19,3,2025-10-13,2026-02-16,Closed Lost,11300.0,False
735,49,9,3,2025-10-16,2026-03-10,Closed Won,3400.0,True
736,14,1,2,2026-01-26,,Qualified,3800.0,False
737,15,10,3,2025-08-13,2026-01-08,Closed Lost,11700.0,False
738,31,19,2,2025-01-17,,Negotiation,5700.0,False
739,1,1,2,2025-08-22,,Qualified,4800.0,False
740,54,2,3,2025-08-21,,Proposal,9800.0,False
741,3,16,1,2025-09-28,,Qualified,4700.0,False
742,16,12,3,2025-12-27,,Proposal,6400.0,False
743,87,8,1,2025-04-08,,Negotiation,12400.0,False
744,57,18,2,2026-02-10,2026-03-06,Closed Lost,3800.0,False
745,75,2,2,2025-05-17,2025-08-17,Closed Won,4100.0,True
746,12,13,1,2025-10-01,,Qualified,3600.0,False
747,74,6,2,2024-09-02,2025-01-31,Closed Won,5300.0,True
748,96,6,1,2025-07-08,,Proposal,8400.0,False
749,16,9,1,2024-12-26,,Negotiation,5900.0,False
750,72,16,2,2025-06-24,2025-11-18,Closed Won,17200.0,True
751,76,11,1,2026-01-15,,Negotiation,10200.0,False
752,24,7,3,2024-11-19,2024-12-01,Closed Lost,8000.0,False
753,28,10,3,2025-08-12,2025-11-11,Closed Lost,15300.0,False
754,8,10,2,2025-08-09,2025-10-05,Closed Lost,4200.0,False
755,92,20,2,2024-09-05,2024-10-17,Closed Won,12500.0,True
756,36,18,1,2025-05-06,2025-07-22,Closed Won,7200.0,True
757,90,20,1,2025-03-19,2025-07-03,Closed Won,6500.0,True
758,8,9,1,2025-05-30,2025-06-30,Closed Lost,11000.0,False
759,58,15,1,2025-11-08,,Qualified,6600.0,False
760,60,4,3,2025-09-15,2025-11-04,Closed Lost,8900.0,False
761,50,8,3,2025-12-18,2026-01-07,Closed Won,7700.0,True
762,28,9,2,2025-01-16,2025-02-20,Closed Lost,9400.0,False
763,92,13,1,2025-05-28,,Negotiation,6300.0,False
764,41,9,1,2026-01-25,,Qualified,12900.0,False
765,100,4,2,2025-10-30,2025-11-10,Closed Lost,2900.0,False
766,64,17,1,2025-01-13,2025-05-09,Closed Lost,11200.0,False
767,27,16,1,2025-06-07,,Qualified,3100.0,False
768,63,15,1,2025-09-12,2025-12-15,Closed Lost,5600.0,False
769,17,3,1,2024-09-05,2024-11-07,Closed Lost,10500.0,False
770,73,20,1,2025-05-06,2025-06-07,Closed Won,3000.0,True
771,33,5,2,2025-08-03,2025-08-15,Closed Lost,8800.0,False
772,84,5,1,2025-08-02,,Negotiation,4100.0,False
773,77,20,2,2025-09-26,2025-12-01,Closed Lost,5000.0,False
774,92,15,1,2025-03-17,2025-07-01,Closed Lost,4900.0,False
775,29,18,3,2025-02-10,2025-02-28,Closed Lost,4100.0,False
776,13,15,3,2025-11-29,,Negotiation,3400.0,False
777,46,2,3,2025-05-19,,Qualified,22800.0,False
778,35,13,3,2025-03-31,,Negotiation,7400.0,False
779,6,4,2,2025-01-21,2025-06-10,Closed Won,4400.0,True
780,82,10,2,2025-02-21,2025-03-18,Closed Won,6100.0,True
781,69,13,1,2025-09-25,,Negotiation,8300.0,False
782,47,10,3,2024-11-02,2025-01-27,Closed Lost,6700.0,False
783,25,9,2,2025-10-14,,Negotiation,4300.0,False
784,66,8,1,2025-06-01,2025-08-19,Closed Won,5200.0,True
785,10,3,1,2024-11-04,2025-03-21,Closed Lost,14700.0,False
786,56,16,2,2025-08-12,2025-12-22,Closed Lost,4000.0,False
787,30,14,3,2026-01-01,,Proposal,3000.0,False
788,5,9,1,2025-07-16,,Negotiation,6700.0,False
789,33,11,3,2026-02-08,2026-04-23,Closed Won,3100.0,True
790,65,3,3,2025-11-12,2026-05-09,Closed Lost,5100.0,False
791,18,5,3,2025-08-30,,Proposal,4300.0,False
792,96,10,1,2025-08-19,2025-10-06,Closed Won,4400.0,True
793,49,13,3,2024-11-23,,Proposal,8400.0,False
794,11,4,1,2025-07-09,2025-10-01,Closed Lost,9200.0,False
795,85,13,3,2025-07-12,2025-11-22,Closed Lost,5400.0,False
796,26,12,1,2025-09-10,2025-12-30,Closed Lost,7700.0,False
797,63,5,3,2025-08-03,2025-10-24,Closed Lost,5300.0,False
798,89,10,2,2024-12-03,2025-05-23,Closed Lost,9900.0,False
799,86,9,3,2025-03-25,2025-08-10,Closed Lost,3900.0,False
800,59,20,3,2025-03-02,2025-07-16,Closed Lost,8800.0,False
801,27,7,1,2025-03-04,2025-07-10,Closed Lost,9100.0,False
802,49,2,1,2025-09-06,2025-10-26,Closed Won,26100.0,True
803,77,7,3,2025-09-29,,Proposal,3400.0,False
804,33,8,2,2024-09-02,2024-11-09,Closed Lost,30600.0,False
805,98,7,2,2025-02-25,2025-03-04,Closed Lost,11800.0,False
806,99,14,1,2024-09-06,2024-09-29,Closed Lost,20200.0,False
807,1,19,2,2025-06-15,2025-07-07,Closed Won,12700.0,True
808,21,5,3,2025-10-07,,Proposal,5100.0,False
809,55,18,1,2024-10-13,2024-12-17,Closed Lost,11300.0,False
810,6,20,3,2024-09-19,,Qualified,5800.0,False
811,92,12,1,2024-09-08,2025-01-29,Closed Lost,7800.0,False
812,81,17,1,2025-08-08,2026-01-01,Closed Lost,4500.0,False
813,69,13,1,2025-10-24,2026-02-26,Closed Lost,5800.0,False
814,95,2,1,2025-04-08,,Proposal,12700.0,False
815,5,13,2,2025-03-20,,Qualified,10100.0,False
816,3,7,3,2025-10-27,2026-01-07,Closed Lost,13500.0,False
817,53,10,3,2025-06-12,,Proposal,4000.0,False
818,23,6,3,2024-12-04,2024-12-21,Closed Won,3200.0,True
819,53,3,1,2025-03-14,,Qualified,14100.0,False
820,37,3,2,2024-10-14,2025-03-03,Closed Won,13500.0,True
821,74,18,3,2025-09-01,2026-02-02,Closed Lost,9000.0,False
822,74,11,2,2024-10-15,2025-04-06,Closed Won,10000.0,True
823,83,20,1,2025-05-25,,Negotiation,12500.0,False
824,17,5,3,2025-07-23,,Proposal,8900.0,False
825,85,19,2,2024-09-22,,Negotiation,10600.0,False
826,78,19,1,2025-01-04,,Qualified,12200.0,False
827,73,15,2,2024-10-19,2024-11-28,Closed Lost,7700.0,False
828,1,16,3,2024-12-05,,Qualified,6800.0,False
829,51,9,3,2025-05-15,,Proposal,9800.0,False
830,45,4,1,2026-01-26,2026-06-01,Closed Won,25100.0,True
831,77,15,1,2025-12-31,2026-06-02,Closed Won,5300.0,True
832,4,12,1,2025-05-02,2025-07-18,Closed Lost,6500.0,False
833,62,3,2,2025-06-13,,Qualified,3400.0,False
834,65,14,2,2025-01-27,,Proposal,10100.0,False
835,32,17,2,2026-02-22,,Negotiation,6200.0,False
836,34,19,1,2024-10-28,,Qualified,4000.0,False
837,92,6,3,2025-06-17,,Qualified,7800.0,False
